,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Seconds
6788,0.8,722.0,-200.0,3.3,671.0,133.0,1596.0,68.0,737.0,448.0,14.3,18.4,0.2991,50400
24420,2.75513717938054,1310.1576153398269,167.6215705154865,12.44160833402649,1065.8698205362812,175.1301794637188,958.3733204946918,124.3784294845135,1679.298012783189,1054.3835384743352,14.011807055707589,48.216139719382596,0.7159892511660276,50400
31045,0.8329712175414205,864.5578451243193,-200.0,1.8329712175414203,570.9565461049705,125.2319409115977,1037.1558965952959,94.58338003452668,841.0070555110649,425.3623025966864,13.368115129834319,36.86121624931063,0.5649493670172867,75600
14192,1.8186352191820259,1236.4642904121858,100.0,7.780752616455446,886.8533191788272,126.92972041122621,957.4511461639147,105.05599575364815,1536.3543394527646,1273.2514110979894,14.799387835637472,55.03289519172429,0.9125599628907128,55565
9192,2.8,1293.0,-200.0,9.7,965.0,376.0,589.0,150.0,1399.0,1062.0,22.7,42.4,1.154,64800
12724,1.367340276786946,1096.0614194448276,100.0,5.8251411994100994,801.6087189486453,96.34195209333745,1011.1051004264408,79.48261568459361,1455.1212498216503,1033.0622139788302,12.392481476197046,61.50145603272044,0.8780108278562451,17656
5986,-200.0,681.0,-200.0,0.4,428.0,24.0,1768.0,21.0,817.0,297.0,10.7,39.2,0.5045,14400
7885,2.4,1042.0,-200.0,5.2,771.0,297.0,795.0,136.0,941.0,1089.0,3.5,60.9,0.4857,25200
24784,4.70315508564905,-200.0,-200.0,-200.0,-200.0,833.1828868671456,-200.0,163.063101712981,-200.0,-200.0,-200.0,-200.0,-200.0,36000
5584,1.4,1039.0,-200.0,8.4,917.0,169.0,735.0,77.0,1467.0,934.0,23.5,57.7,1.6515,36000
12163,1.2239700904629414,1051.4573614773594,100.0,5.203870392006079,774.5276837541112,86.62463946471047,1028.1502225782947,71.35830512623335,1429.3146162833295,956.7574148130543,11.627840482469022,63.5564287033645,0.8670350435921074,5613
27109,1.153738072806627,932.766173876904,75.67285310519287,3.470095417546984,680.4300094212166,58.22428436839762,1186.088811991271,62.3738072806627,1303.4204676665183,487.0562021405539,13.078976616674085,56.66863794465132,0.8414569257421043,0
15436,1.4144589988032612,1110.7205774054592,100.0,6.029322328147465,810.5089219961716,99.53555436333215,1005.5032079200568,82.15267659885147,1463.602619784587,1058.1398449186247,12.643781326950727,60.82608768381992,0.8816180277972718,21614
16697,2.036099028445149,1304.1196977384907,100.0,8.723095789928978,927.9298164840836,141.6689341501712,931.5971155070768,117.3789449452251,1575.497825120127,1388.9904829169182,15.959194818374128,51.915913925619535,0.9292080256220786,73832
29879,0.7292290172709253,896.5374103625552,-200.0,1.8707709827290746,572.9539687910352,107.36938844561672,1196.234711140418,66.33832138167402,1094.3394601555726,571.7825305524011,11.763061155438328,75.90494475306605,1.0431358659227508,21600
5304,-200.0,1047.0,-200.0,11.6,1037.0,-200.0,749.0,-200.0,1429.0,904.0,19.8,41.5,0.9489,64800
17497,1.7811393102710735,1224.7988965287784,100.0,7.618270344507986,879.7707586067584,124.38833102948388,961.9089931122169,102.9312275820275,1529.6050758487931,1253.2952551331603,14.599409654779059,55.57033655278128,0.9096894427529745,52415
5657,2.6,1293.0,-200.0,13.9,1114.0,326.0,584.0,88.0,1702.0,1704.0,25.1,56.0,1.7565,39600
32856,2.5090129856405112,-200.0,-200.0,-200.0,-200.0,154.82831186673357,-200.0,80.44636349225367,-200.0,-200.0,-200.0,-200.0,-200.0,28800
15565,1.9188746719039473,1267.6498979256726,100.0,8.215123578250438,905.7874380263012,133.72372776237864,945.5337890069751,110.73623140789034,1554.3974409427105,1326.6010753799897,15.333998250154387,53.59612970271009,0.9202338498824244,63985
17404,2.0155005763019918,1297.7112904050641,100.0,8.633835830641964,924.0389977459317,140.27281683824611,934.0460425952076,116.21169932377953,1571.7901037343586,1378.027528942949,15.849336406943957,52.211158406338114,0.9276310996746747,72102
23060,-30.775657237120583,1088.5315423607697,148.82109444483478,8.292502482662064,910.7290545148891,120.95398003502717,990.6933831593685,91.83815920140108,1499.8671144098075,768.8448753485152,15.239348246585108,44.95760204833544,0.7638730152070013,54000
2029,-200.0,1221.0,-200.0,19.9,1293.0,248.0,688.0,74.0,2144.0,1316.0,19.0,61.7,1.3393,25200
27261,1.4,1007.6369758798367,88.25758247808332,4.567212309386333,738.9812220675633,83.91333629035665,1183.67453174471,84.86181979474,1288.1006243403867,538.6860837246066,16.036302412016333,34.203273856318,0.6186693309677147,64800
28938,1.4655438092012125,979.9817236127396,96.31087618402425,5.689894282810912,796.5283998645092,99.34456190798788,1099.0673714479271,90.65543809201212,1308.6891238159758,761.8055903245698,11.76400287553089,46.04504566976732,0.6266754524696666,75600
14970,1.4227555157128235,1113.3017159995452,100.0,6.065273901422236,812.0760418568667,100.09787384275805,1004.516844243031,82.62281255706,1465.0959928283082,1062.555435584936,12.68802941713506,60.707170941449526,0.8822531722584595,22311
19683,3.01875863423761,1491.3903689429458,344.4372409728717,17.793516875584533,1233.805506267536,211.8744819457434,673.0675942001899,110.8124136576239,2012.9282613657574,1390.8800078578138,16.074758241346924,66.32413657623901,1.2060188476707032,25200
11900,1.5607939216151194,1156.246997835815,100.0,6.663440326998851,838.1499629717448,109.45381024280253,988.1056115413136,90.44498889152342,1489.9429058907215,1136.022542726269,13.42423424861397,58.72862045684995,0.892820779110313,33906
11436,1.565776686901924,1157.7971914805985,100.0,6.685032309908337,839.0911519703634,109.79153100113041,987.5132161127713,90.72734559110903,1490.8398036423464,1138.674481140024,13.450808996810261,58.65720082107242,0.8932022374750473,34325
3592,1.9,1058.0,-200.0,10.9,1012.0,109.0,676.0,96.0,1782.0,1063.0,30.6,41.9,1.8104,36000
7161,2.7,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,10800
1731,2.5,1241.0,-200.0,13.8,1110.0,147.0,772.0,130.0,1698.0,1177.0,22.3,32.1,0.8515,75600
15825,2.001771268074875,1293.4399500677387,100.0,8.57434216165779,921.4456839696985,139.34227483618594,935.6783047955427,115.43370519090956,1569.3188282534775,1370.7204860087388,15.776113429732666,52.40794515759346,0.9265800448559544,70948
16003,1.9765096911042517,1285.5807927879894,100.0,8.464875328118424,916.6740527641364,137.63010128595482,938.6816256131613,114.00221582924092,1564.7717443987653,1357.275713376596,15.641385019222675,52.770027760839056,0.9246461307967588,68826
25961,1.8440109468154215,1220.0752928693687,70.35934319107471,7.120054734077108,861.8021893630843,120.52361244908909,1036.846677557407,94.76043787261686,1507.791242547663,1160.7967159553737,11.843463606044349,60.03675533026408,0.8358577078714307,3600
14734,1.8712400571249084,1252.830239994416,100.0,8.008706914207936,896.7897885680383,130.4951594273549,951.1970154307054,108.03693657041147,1545.8232102824834,1301.24887484759,15.079946971332845,54.27889251454298,0.9165871554843402,59984
32555,1.3,1090.099793661422,90.62315850165534,5.7836210951158735,803.3941072052971,81.11452564817913,972.8842074917233,91.68842074917232,1454.0665291076145,1064.263582710263,14.06071596548005,57.59334708923854,0.9187201324517356,3600
19163,1.7807261649326251,1116.8910752601062,148.3016630905675,7.642178494797875,884.687139791915,94.6983369094325,1011.1340358690076,83.49440144124125,1454.5754981579425,766.2653548439363,21.165083154528375,28.385205011939618,0.7029096987975512,43200
22294,1.9905792920299161,1285.4903451328348,238.65944955790587,9.979227610626777,977.4710353985042,119.37799911477929,835.1123460180554,122.03744867268514,1585.774137167913,1289.9432415929844,17.362200088522073,48.826682389269976,0.9536595089376319,79200
9773,2.082949136963081,1318.6952870551806,100.0,8.926112926840018,936.7792814263597,144.84433039416436,926.0271581610559,120.03378442790792,1583.9308446533546,1413.9251517836842,16.2090620638031,51.24439570352917,0.932794661707507,77767
32758,0.7716153851653864,956.5415383735382,51.716153851653864,2.8864615406615455,646.6200001430004,67.45846162646181,1206.3100000715003,71.01307696157704,1329.0307689007682,805.0346159071171,8.721846134046093,72.54192307417307,0.8246251527005002,18000
19654,2.6107848763862336,1275.7795046037286,228.7501434784896,13.751468056261949,1107.5440416878585,160.51468056261947,817.6812515769598,81.67165583986623,1725.4805215688339,1121.3912903652001,8.434331167973244,69.83673010224663,0.7724279585003828,25200
27722,1.2472283471453123,1014.0458267188594,91.42645675259374,4.836141735726561,754.3998427102031,74.53732286678124,1095.9275592387498,69.0,1400.221732228375,904.3229920043282,8.933259834256253,66.6414645442047,0.7696748338982877,14400
9838,1.2877569232174877,1071.3021538898852,100.0,5.480280000609113,786.5763077188587,90.94796924029639,1020.5666769063654,74.97289231565763,1440.7962461791478,990.7061846901962,11.9680369238266,62.64215076721601,0.871918280010761,10971
6797,2.3,993.0,-200.0,11.4,1030.0,414.0,805.0,146.0,1005.0,1154.0,9.4,27.4,0.3239,82800
15868,1.6470514434883605,1183.0826713074898,100.0,7.037222921782895,854.4430504366903,115.30015339198887,977.8505506074949,95.33291513100708,1505.4692598279048,1181.9307127010275,13.884274365271256,57.492262643333504,0.8994242716181645,41152
22026,2.613209524212507,1385.0944285895628,189.2769206738757,13.574217461056264,1101.7925714527505,162.09124604215643,773.2923094945932,114.43395237893746,1738.689119137283,1613.119888968814,15.58302381053127,57.26700238528446,1.0181831207838903,0
26128,1.2271126414957694,1140.6746483020509,88.37957698094077,5.354225282991539,779.711264149577,69.9760550938477,987.4640826407716,82.78309886803385,1451.7464830205076,1060.5422528299155,14.785493358649074,58.416901131966156,0.9745448066485931,7200
23335,2.3411240536434987,1225.1418754047095,227.57984858295984,9.053255678139006,942.7189865891253,131.411240536435,882.82248107287,103.76627839069504,1565.7930110325105,1025.5798485829598,14.310349448374474,50.85949329456262,0.8176226208098647,72000
26571,1.507564027310407,1022.0211436869049,77.41602150207238,5.211346040965611,776.4160215020723,93.96217986344797,1142.2602737186064,87.37820136552035,1309.4961290124343,756.101251197267,9.407564027310407,53.69121505145067,0.6338689999692733,0
19530,1.7,1123.8490019356345,173.2450096781727,8.616442829490934,924.493284884728,104.79528101345898,940.6174224880058,76.78185078291509,1531.3121608308923,795.7549903218273,20.994301354944177,34.015099806436545,0.841353288686707,46800
6455,2.3,1131.0,-200.0,8.3,912.0,444.0,728.0,120.0,1356.0,987.0,12.7,84.4,1.2352,61200
18560,3.201945215057636,1417.1635575252164,474.97260752881795,15.115561720461088,1152.486303764409,215.61095698847282,704.5291782258645,125.52917822586454,1867.6030166678672,1417.8678051062684,16.262643897874632,54.80039701603028,1.0043396983332133,36000
13339,1.5043259896354275,1138.6791967754664,100.0,6.418745955086853,827.4837980422475,105.62653929751232,994.8190212322324,87.24513941267423,1479.778678134377,1105.9690544837442,13.12307194472228,59.53799414855887,0.8884978452065344,29163
23090,1.413576564876821,957.3196805312715,110.6540080145298,5.540729694630463,789.6043675559073,112.19707060960263,1101.9751797706888,89.3576564876821,1300.7781091610861,635.0977896923575,16.98277496197086,30.79138748098543,0.5948731981746014,39600
30880,1.9185953445391026,-200.0,-200.0,-200.0,-200.0,102.62809310921794,-200.0,91.5331154624295,-200.0,-200.0,-200.0,-200.0,-200.0,64800
26677,1.9130351679714792,-200.0,-200.0,-200.0,-200.0,102.73929664057042,-200.0,90.47668191458105,-200.0,-200.0,-200.0,-200.0,-200.0,64800
5908,1.2,904.0,-200.0,4.8,754.0,193.0,930.0,114.0,1172.0,805.0,12.3,73.4,1.049,79200
17292,1.5971212887880597,1167.5488454007298,100.0,6.8208589180815915,845.0117989933002,111.91599846230181,983.786691221864,92.50353969799005,1496.4818319818507,1155.356774810534,13.617980206869651,58.20792819403781,0.8956018408861082,36958
16599,1.7852047887944296,1226.063712069378,100.0,7.635887418109195,880.5386823278367,124.66388012940023,961.4256528877734,103.161604698351,1530.3368619829973,1255.4589931472574,14.621092206903624,55.51206469394651,0.9100006777199291,52757
11818,1.6681213630062164,1189.6377573797117,100.0,7.128525906360271,858.4229241233965,116.72822571486577,975.3455712870388,96.52687723701894,1509.261845341119,1193.144592088864,13.996647269366488,57.190260463577566,0.9010372910123647,42922
11129,1.7561515057400487,1217.024912896904,100.0,7.509989858206877,875.0508399731203,122.69471316682552,964.8797654286831,101.5152519919361,1525.1072710332087,1239.9961902772038,14.466141363946926,55.92849508439264,0.9077764874949882,50316
21385,5.205543305709375,1799.1204724524218,370.63637767042195,25.30458267188594,1436.378425061422,320.3422046807969,691.7324410527656,177.52771652854688,2117.9615746470627,2036.81448815225,19.017590550951564,41.528677162370315,0.9057484881230984,75600
32516,1.0,859.9860350200194,-115.18541882286908,2.2463925325112153,599.6097736579119,104.72381794762948,1213.8138063605068,83.20248306934646,849.6136477410328,396.04344457319024,12.07695869706923,25.16664083944586,0.3735019352134859,57600
13510,1.3528266932373858,1091.5460823405201,100.0,5.762249004028671,798.8672642781729,95.35825365275615,1012.8306042484442,78.66017928345187,1452.5088047827294,1025.3377622896753,12.315075697266057,61.70948406359747,0.8768997324045065,16437
22229,-84.28116683258649,1095.9518210565252,140.34077593539985,7.7889835711643665,888.9982383344621,114.32873119953115,998.3786718085439,91.57314924798125,1498.0120447358688,740.753820286012,13.993801465511854,50.946826995623844,0.792812102120448,54000
24894,2.2,1112.2331695326955,253.39475254564442,10.392771147751956,992.333099332422,135.24450684468746,938.1389083889649,105.5166549666211,1543.7944717445507,846.5556335558593,17.872218322207033,33.78114777125389,0.6828956002123376,57600
27002,0.8903738089304556,810.1869044652278,-200.0,1.6355607133956833,553.9411189823501,117.02944050882495,1192.4495480165947,93.45186904465228,689.5663327518464,413.133642803741,1.8074761786091114,40.18336183593284,0.2972605790228824,3600
16111,1.645156213599029,1182.4930442308091,100.0,7.029010258929126,854.0850625687054,115.17169892171196,978.0758723832265,95.22551877061164,1505.1281184478253,1180.9220292377054,13.874166472528156,57.51942760508058,0.8992791812410812,40993
19237,4.778610149929285,-200.0,-200.0,-200.0,-200.0,990.8537870061286,-200.0,204.4277970014143,-200.0,-200.0,-200.0,-200.0,-200.0,39600
2554,0.6,804.0,-200.0,2.4,616.0,45.0,1144.0,64.0,1427.0,662.0,21.7,50.2,1.2917,14400
32779,0.850069662779531,841.0306516229937,-200.0,1.749791011661407,564.4839775607079,123.01253930031558,1137.4937303498423,90.0069662779531,775.4533259377142,455.44914617094236,9.797770791055008,31.04867640718891,0.3794783169998626,50400
4744,3.4,1338.0,-200.0,20.3,1305.0,539.0,543.0,138.0,1929.0,1521.0,25.1,49.5,1.5572,36000
22283,4.74886796688261,1508.7962340388697,673.6396174178115,20.50226406623478,1310.5641485433189,249.35283569473927,662.9773593376522,153.4433983441305,1948.6999925174057,1651.3924381473619,19.91207501991883,40.849622655627535,0.9419943136453327,72000
2564,1.6,972.0,-200.0,8.3,912.0,88.0,882.0,89.0,1596.0,675.0,35.5,20.3,1.1586,50400
15482,2.051400637037065,1308.880198189309,100.0,8.789402760493948,930.8201203292234,142.70604317695663,929.7779242633711,118.24603609876701,1578.2521146666718,1397.1343390452823,16.040803397531015,51.6965908691354,0.9303794487687265,75117
8047,0.9,-200.0,-200.0,-200.0,-200.0,122.0,-200.0,100.0,-200.0,-200.0,-200.0,-200.0,-200.0,3600
28137,2.65339161582148,-200.0,-200.0,-200.0,-200.0,134.59399237801952,-200.0,107.53133079267317,-200.0,-200.0,-200.0,-200.0,-200.0,82800
4341,1.4,919.0,-200.0,7.1,862.0,-200.0,851.0,-200.0,1293.0,697.0,31.6,20.8,0.9562,54000
10476,1.3426032334709153,1088.3654504131737,100.0,5.717947345040633,796.9361663222841,94.66533026858426,1014.0460600206801,78.08084989668521,1450.6685820247649,1019.8966098139649,12.260550578511548,61.85602032025021,0.8761170697623845,15578
1291,1.7,1051.0,-200.0,10.8,1008.0,102.0,911.0,90.0,1561.0,921.0,28.4,23.6,0.8983,46800
3047,3.2,1164.0,-200.0,20.3,1306.0,259.0,648.0,198.0,1886.0,1218.0,35.5,19.1,1.0888,61200
7934,4.0,1411.0,-200.0,19.7,1288.0,887.0,492.0,306.0,1472.0,1638.0,2.3,70.9,0.5182,28800
23681,1.6702287381113625,1045.6334894106474,140.30539606828432,5.629771261888638,794.1908504755455,98.51143690556812,1078.6411728600453,100.40457476222724,1311.4808796450338,723.7632253651244,13.270228738111362,39.7610615599511,0.6045517884595563,72000
22050,2.9687898645479076,1261.2993446991904,409.12739187287445,16.62675404010793,1195.8663171396752,155.30572302685573,767.3821756186234,109.80891219068832,1755.5923984109306,1094.9554390465585,25.765609434736785,24.863049369649225,0.7849279947695551,46800
22106,8.018071747017661,-200.0,-200.0,-200.0,-200.0,1172.9276530152172,-200.0,251.0530344566033,-200.0,-200.0,-200.0,-200.0,-200.0,68400
28377,1.311702521044294,1156.452182077794,83.90424089504255,5.616490476292166,791.5213277357582,76.26066386787912,988.2340504208859,83.93085434203579,1475.6649663931944,1076.569207288237,14.783509523707833,58.77712969206219,0.9788260294086243,7200
21434,1.6913578011402695,1140.5062376693218,122.40752141846255,7.965431204561078,896.7900921596378,133.32091835348353,944.0368827867859,87.13578011402694,1511.481649144798,962.9752303990944,15.540752141846255,43.93702764789131,0.7693584349076055,39600
11511,1.8048472864548257,1232.1747113415013,100.0,7.7210049079709115,884.2489318859115,125.99520497082707,959.0903781659263,104.27467956577345,1533.8725115618686,1265.9131669020683,14.725852194425737,55.23052222748083,0.9115044200408194,54407
18167,3.631362163165981,1436.9279785169053,403.25954625512213,20.085089730532783,1300.0899675896517,174.4190054636269,636.1491026946721,108.08996758965158,2062.6863783683402,1371.9845837576845,15.877381609375032,63.430326511782724,1.1350353466050216,28800
5222,-200.0,1097.0,-200.0,13.6,1103.0,-200.0,659.0,-200.0,1520.0,1113.0,15.6,55.4,0.9725,28800
32010,1.3037721939847537,1038.943785684269,83.37721939847538,3.930177551878029,706.546599533749,99.47189284213448,1149.9430484961883,90.81139030076231,1323.1323953835067,609.8498494286904,11.17352092329867,57.99844563764387,0.7655757324875403,64800
30500,1.3311621370836433,1165.9101842763382,53.9472040305948,5.266198064446097,777.4789129000743,102.42783507920075,1146.7305528290149,72.07747580557621,1463.9876600819146,934.5704467722677,10.740315524302973,66.47922524194423,0.8566847858929183,25200
11701,1.6568384167160979,1186.127507422786,100.0,7.079633139103091,856.291700935263,115.96349268853552,976.686988234864,95.88751028057888,1507.2309150088977,1187.1395573411232,13.936471555819189,57.35198269373593,0.9001735187908213,41974
15118,2.036947944206104,1304.3838048641212,100.0,8.726774424893115,928.0901672389307,141.72647177396925,931.4961888554966,117.42705017167921,1575.6506299570988,1389.442294749693,15.96372236909922,51.90374613304584,0.9292730148397784,73903
27105,1.178580848424435,984.7831709254026,71.7122133466243,4.45716169684887,734.5006593897104,72.8580848424435,1151.429701810932,89.4297018109322,1333.85280972476,774.5689794096469,10.88528097247599,57.33666569086793,0.745377895807719,82800
6865,3.6,1081.0,-200.0,15.5,1164.0,457.0,705.0,165.0,1171.0,1283.0,6.9,40.3,0.4025,68400
16239,2.0694258108003445,1314.4880300267737,100.0,8.867511846801492,934.2248753733984,143.92774939869,927.6349313826257,119.2674626120195,1581.496645944062,1406.7277370815166,16.136937657601838,51.43823004519507,0.9317593759601597,76631
14316,1.342283103554564,1088.2658544391977,100.0,5.71656011540311,796.8756973380843,94.64363257425377,1014.0841199107351,78.06270920142529,1450.6109586398215,1019.7262295584845,12.258843218957674,61.860608849051246,0.8760925620387883,15551
31538,0.6,791.561026409124,37.55357985616055,2.2417252829548993,601.6617710644203,31.43897359087603,1461.129705670399,36.748241511353015,1060.0068276554002,368.776996227268,21.552503143943326,19.735270944313104,0.4961984900594886,50400
21733,1.7,-200.0,-200.0,-200.0,-200.0,242.7879571334352,-200.0,99.44731245877911,-200.0,-200.0,-200.0,-200.0,-200.0,82800
9300,0.6,884.0,-200.0,2.0,587.0,163.0,999.0,107.0,863.0,566.0,10.7,42.8,0.5489,21600
28549,1.1798218599114854,1012.1884208942465,66.39465579734456,3.5188420894246537,680.7314160659218,64.17506038760793,1155.4035628017702,66.37238828628021,1398.8115791057535,569.1082578544149,11.463206521593268,77.90400815199159,1.0585452505917985,79200
12843,1.301406173971311,1075.5485874577412,100.0,5.539426753875681,789.1544995279143,91.8730851247222,1018.9439326500775,75.74634985837429,1443.253111314836,997.9706192580644,12.040832927846992,62.446511506411206,0.872963205985137,12118
28222,1.1373755177236968,995.9086102146019,80.77738610078673,4.374751035447393,731.6162862406587,68.73755177236967,1146.4850621268436,84.4850621268436,1352.8072618470994,785.2823653918389,12.780726184709952,53.174927290093365,0.7795783202893317,82800
7346,3.3,1385.0,-200.0,17.3,1218.0,399.0,478.0,135.0,1620.0,1494.0,13.4,68.1,1.0441,72000
15204,2.028322554339879,1301.7003502390735,100.0,8.68939773547281,926.4609269308661,141.1418620163696,932.5216518729255,116.93827807925982,1574.0980597811783,1384.851670587558,15.917720289812689,52.0273767211284,0.9286126933266864,73179
12124,1.2869975941295653,1071.0659181736426,100.0,5.47698957456145,786.4328788911401,90.89650360211499,1020.6569526979295,74.92986366734203,1440.6595669433218,990.3020528756242,11.963987168691016,62.65303448414289,0.8718601491505856,10907
22869,3.709448643127321,1395.4822698423673,520.5718374306399,19.899508115699934,1292.8956758827255,210.2982158228216,698.4330814123607,135.5374055296353,1880.9202700977287,1390.3976210970955,22.97716763934483,30.034248540982755,0.7954932164612252,50400
20359,1.3521332765124203,993.5166595640526,119.12799659074523,4.690999573843152,746.2893123095955,78.47399403380413,1183.0233660053584,75.21332765124204,1255.7299872152946,507.9953267989283,18.147866723487578,27.98720034092548,0.5763022759284755,57600
15473,1.9082455040842181,1264.34304571509,100.0,8.169063851031611,903.779706327019,133.00330638793034,946.7974789588764,110.1339118981057,1552.4841907351592,1320.9439960626005,15.27730935511583,53.74848110812621,0.9194201280348918,63092
12609,1.4349645334821406,1117.1000770833325,100.0,6.118179645089276,814.3821896577376,100.92537393601174,1003.0653276860122,83.3146568973213,1467.2936160267852,1069.0533461532725,12.753144178571416,60.53217502008932,0.8831878403965772,23337
30199,0.7,916.5266614514171,-200.0,1.7,561.9767210549877,130.93016316496318,1099.3026262851595,98.94568246163803,826.8680859782638,419.0708314705646,5.588360527493863,51.26973737148404,0.47059009164067844,25200
12114,1.6334302261974263,1178.8449592614215,100.0,6.978197646855514,851.8701538372916,114.37693755338111,979.4699619965282,94.5610461511875,1503.0174407155368,1174.6811981650746,13.811627873052942,57.68750009117022,0.898381491761114,40008
10781,1.2674640391230116,1064.9888121716037,100.0,5.39234416953305,782.7432073899022,89.5725626516708,1022.9792753487086,73.82296221697067,1437.143527042142,979.9058608221362,11.859808208656062,62.93301543923683,0.8703647469950839,9266
22308,3.8198198650205506,1402.8243182222257,592.5900925761302,17.76171128230477,1232.851338469143,241.7657743539046,710.2477357695541,136.20270202469175,1780.3738804279799,1531.33785343209,19.362161619753394,31.127030281479634,0.6837932951110817,43200
